jobs,code,count,mean,std,min,25%,50%,75%,max,rel_std
['Proofreaders and Copy Markers'],43-908,1.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,0.0
['Laundry and Dry-Cleaning Workers'],51-601,1.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,0.0
"['Human Resources Assistants, Except Payroll and Timekeeping']",43-416,1.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,0.0
['Urban and Regional Planners'],19-305,1.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,0.0
['Furniture Finishers'],51-702,1.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,0.0
['Animal Control Workers'],33-901,1.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,0.0
"['Eligibility Interviewers, Government Programs']",43-406,1.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,0.0
['Aircraft Mechanics and Service Technicians'],49-301,1.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,0.0
['General and Operations Managers'],11-102,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0
['Clergy'],21-201,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0
['Cabinetmakers and Bench Carpenters'],51-701,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0
['Bakers'],51-301,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0
['Advertising Sales Agents'],41-301,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0
['Postmasters and Mail Superintendents'],11-913,1.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,0.0
['Order Clerks'],43-415,1.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,0.0
['Travel Agents'],41-304,1.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,0.0
['Energy Brokers'],41-309,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,0.0
"['Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders']",51-905,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,0.0
['Sewing Machine Operators'],51-603,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,0.0
['Subway and Streetcar Operators'],53-404,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
['Sheet Metal Workers'],47-221,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
['Home Appliance Repairers'],49-903,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
['Hazardous Materials Removal Workers'],47-404,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
['Forest and Conservation Workers'],45-401,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
"['Door-To-Door Sales Workers, News and Street Vendors, and Related Workers']",41-909,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
['Audiologists'],29-118,1.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,0.0
"['Explosives Workers, Ordnance Handling Experts, and Blasters']",47-503,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,0.0
['Telephone Operators'],43-202,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
['Photographers'],27-402,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
['Highway Maintenance Workers'],47-405,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
['Brokerage Clerks'],43-401,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
['Aircraft Cargo Handling Supervisors'],53-101,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
['Agricultural Inspectors'],45-201,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
['Sailors and Marine Oilers'],53-501,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Retail Salespersons'],41-203,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Solar Photovoltaic Installers'],47-223,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,0.0
"['Tank Car, Truck, and Ship Loaders']",53-712,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,0.0
"['Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders']",51-904,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,0.0
['Interpreters and Translators'],27-309,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,0.0
['Residential Advisors'],39-904,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,0.0
['Library Technicians'],25-403,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,0.0
['Bus and Truck Mechanics and Diesel Engine Specialists'],49-303,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,0.0
['Animal Trainers'],39-201,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,0.0
"['Switchboard Operators, Including Answering Service']",43-201,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
['Railroad Conductors and Yardmasters'],53-403,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
['Dishwashers'],35-902,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
['First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators'],53-103,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,0.0
"['Computer, Automated Teller, and Office Machine Repairers']",49-201,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
"['Hotel, Motel, and Resort Desk Clerks']",43-408,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,0.0
['Embalmers'],39-401,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,0.0
['Elevator Installers and Repairers'],47-402,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,0.0
['Construction and Building Inspectors'],47-401,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,0.0
"['Inspectors, Testers, Sorters, Samplers, and Weighers']",51-906,1.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,0.0
['First-Line Supervisors of Production and Operating Workers'],51-101,1.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,0.0
['Nonfarm Animal Caretakers'],39-202,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,0.0
['Bridge and Lock Tenders'],53-601,1.0,28.0,0.0,28.0,28.0,28.0,28.0,28.0,0.0
['Librarians'],25-402,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,0.0
['Machinists'],51-404,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,0.0
"['Production, Planning, and Expediting Clerks']",43-506,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,0.0
['Sociologists'],19-304,1.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,0.0
['Remote Sensing Scientists and Technologists'],19-209,1.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,0.0
['Mathematicians'],15-202,1.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,0.0
"['Railroad Brake, Signal, and Switch Operators']",53-402,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0.0
['Purchasing Managers'],11-306,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0.0
['Operations Research Analysts'],15-203,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0.0
['Management Analysts'],13-111,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0.0
['Survey Researchers'],19-302,1.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,0.0
['Human Resources Managers'],11-312,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0.0
['Social and Community Service Managers'],11-915,1.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,0.0
"['Earth Drillers, Except Oil and Gas']",47-502,1.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,0.0
['Computer Operators'],43-901,1.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,0.0
"['Rock Splitters, Quarry']",47-505,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0
['Farm and Home Management Advisors'],25-902,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0
['Correspondence Clerks'],43-402,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0
['Budget Analysts'],13-203,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0
['Computer and Information Systems Managers'],11-302,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,0.0
"['Agents and Business Managers of Artists, Performers, and Athletes']",13-101,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,0.0
['Fundraisers'],13-113,1.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,0.0
['Public Relations and Fundraising Managers'],11-203,1.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,0.0
['Petroleum Engineers'],17-217,1.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0
['Refuse and Recyclable Material Collectors'],53-708,1.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,0.0
"['Compensation, Benefits, and Job Analysis Specialists']",13-114,1.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,0.0
['Compensation and Benefits Managers'],11-311,1.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,0.0
['Computer and Information Research Scientists'],15-111,1.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,0.0
['Animal Breeders'],45-202,1.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,0.0
['Industrial Truck and Tractor Operators'],53-705,1.0,34.0,0.0,34.0,34.0,34.0,34.0,34.0,0.0
['Paralegals and Legal Assistants'],23-201,1.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,0.0
"['Pressers, Textile, Garment, and Related Materials']",51-602,1.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0,0.0
['Sales Engineers'],41-903,1.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0
['Market Research Analysts and Marketing Specialists'],13-116,1.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0
['Payroll and Timekeeping Clerks'],43-305,1.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0
['Parking Enforcement Workers'],33-304,1.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0
['Motion Picture Projectionists'],39-302,1.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0
"['Meter Readers, Utilities']",43-504,1.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0
['Conveyor Operators and Tenders'],53-701,1.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0
['Actuaries'],15-201,1.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0,0.0
"['Geological Sample Test Technicians', 'Geophysical Data Technicians']",19-404,2.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0
['Cost Estimators'],13-105,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0
['Computer Hardware Engineers'],17-206,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0
"['Directors, Religious Activities and Education']",21-202,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,0.0
['Crane and Tower Operators'],53-702,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,0.0
"['Business Teachers, Postsecondary']",25-101,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,0.0
['Mine Shuttle Car Operators'],53-711,1.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,0.0
['Lodging Managers'],11-908,1.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,0.0
['Credit Analysts'],13-204,1.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,0.0
['Biomedical Engineers'],17-203,1.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,0.0
"['Mining and Geological Engineers, Including Mining Safety Engineers']",17-215,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,0.0
['Water and Wastewater Treatment Plant and System Operators'],51-803,1.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0
['Construction Managers'],11-902,1.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0
['Aerospace Engineers'],17-201,1.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0
"['Property, Real Estate, and Community Association Managers']",11-914,1.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,0.0
['Procurement Clerks'],43-306,1.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,0.0
['Private Detectives and Investigators'],33-902,1.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,0.0
['Biological Technicians'],19-402,1.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,0.0
['Receptionists and Information Clerks'],43-417,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,0.0
['Medical Records and Health Information Technicians'],29-207,1.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0
['Traffic Technicians'],53-604,1.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0,0.0
['File Clerks'],43-407,1.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0
['First-Line Supervisors of Office and Administrative Support Workers'],43-101,1.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0
"['Bookkeeping, Accounting, and Auditing Clerks']",43-303,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0
['Medical and Health Services Managers'],11-911,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Materials Engineers'],17-213,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Loan Interviewers and Clerks'],43-413,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Desktop Publishers'],43-903,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Couriers and Messengers'],43-502,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Chemical Engineers'],17-204,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Bill and Account Collectors'],43-301,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Agricultural Engineers'],17-202,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Administrative Services Managers'],11-301,1.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0
['Training and Development Managers'],11-313,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,0.0
"['Shipping, Receiving, and Traffic Clerks']",43-507,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,0.0
['Public Relations Specialists'],27-303,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,0.0
['Nuclear Engineers'],17-216,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,0.0
['Atmospheric and Space Scientists'],19-202,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,0.0
['Advertising and Promotions Managers'],11-201,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,0.0
['Pest Control Workers'],37-202,1.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0
"['Maintenance and Repair Workers, General']",49-907,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Glaziers'],47-212,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Hunters and Trappers'],45-302,1.0,17.0,0.0,17.0,17.0,17.0,17.0,17.0,0.0
['Reservation and Transportation Ticket Agents and Travel Clerks'],43-418,1.0,81.0,0.0,81.0,81.0,81.0,81.0,81.0,0.0
['Pharmacists'],29-105,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,0.0
['Tutors'],25-309,1.0,81.0,0.0,81.0,81.0,81.0,81.0,81.0,0.0
['Adult Basic and Secondary Education and Literacy Teachers and Instructors'],25-301,1.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,0.0
['Helpers--Extraction Workers'],47-508,1.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,0.0
['Bartenders'],35-301,1.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,0.0
['Funeral Attendants'],39-402,1.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,0.0
"['Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop']",35-903,1.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,0.0
['Taxi Drivers and Chauffeurs'],53-304,1.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,0.0
"['Morticians, Undertakers, and Funeral Directors']",39-403,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,0.0
['Wind Turbine Service Technicians'],49-908,1.0,79.0,0.0,79.0,79.0,79.0,79.0,79.0,0.0
"['Meeting, Convention, and Event Planners']",13-112,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,0.0
['Food Service Managers'],11-905,1.0,78.0,0.0,78.0,78.0,78.0,78.0,78.0,0.0
['Waiters and Waitresses'],35-303,1.0,78.0,0.0,78.0,78.0,78.0,78.0,78.0,0.0
['Gaming Cage Workers'],43-304,1.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,0.0
['Food Preparation Workers'],35-202,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
"['Roof Bolters, Mining']",47-506,1.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,0.0
"['Food Servers, Nonrestaurant']",35-304,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,0.0
['Roofers'],47-218,1.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,0.0
['Septic Tank Servicers and Sewer Pipe Cleaners'],47-407,1.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,0.0
['Telemarketers'],41-904,1.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,0.0
['Parking Lot Attendants'],53-602,1.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,0.0
['Fish and Game Wardens'],33-303,1.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0,0.0
['Gaming Managers'],11-907,1.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0,0.0
['Self-Enrichment Education Teachers'],25-302,1.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0,0.0
['Tellers'],43-307,1.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0,0.0
"['Mail Clerks and Mail Machine Operators, Except Postal Service']",43-905,1.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,0.0
['Electricians'],47-211,1.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,0.0
"['Library Assistants, Clerical']",43-412,1.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,0.0
"['Interviewers, Except Eligibility and Loan']",43-411,1.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,0.0
['Fence Erectors'],47-403,1.0,74.0,0.0,74.0,74.0,74.0,74.0,74.0,0.0
['Ship Engineers'],53-503,1.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,0.0
['Construction Laborers'],47-206,1.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,0.0
['Dining Room and Cafeteria Attendants and Bartender Helpers'],35-901,1.0,82.0,0.0,82.0,82.0,82.0,82.0,82.0,0.0
"['First-Line Supervisors of Mechanics, Installers, and Repairers']",49-101,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Engine and Other Machine Assemblers'],51-203,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Dietitians and Nutritionists'],29-103,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Dental Hygienists'],29-202,1.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0
['Emergency Medical Technicians and Paramedics'],29-204,1.0,97.0,0.0,97.0,97.0,97.0,97.0,97.0,0.0
['Boilermakers'],47-201,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,0.0
['Nurse Midwives'],29-116,1.0,97.0,0.0,97.0,97.0,97.0,97.0,97.0,0.0
['Chiropractors'],29-101,1.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,0.0
['Flight Attendants'],53-203,1.0,96.0,0.0,96.0,96.0,96.0,96.0,96.0,0.0
['Podiatrists'],29-108,1.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,0.0
['Fishers and Related Fishing Workers'],45-301,1.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,0.0
"['Ushers, Lobby Attendants, and Ticket Takers']",39-303,1.0,82.0,0.0,82.0,82.0,82.0,82.0,82.0,0.0
['Veterinarians'],29-113,1.0,91.0,0.0,91.0,91.0,91.0,91.0,91.0,0.0
"['Ambulance Drivers and Attendants, Except Emergency Medical Technicians']",53-301,1.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,0.0
"['Transportation Attendants, Except Flight Attendants']",53-606,1.0,93.0,0.0,93.0,93.0,93.0,93.0,93.0,0.0
['Reinforcing Iron and Rebar Workers'],47-217,1.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,0.0
"['Opticians, Dispensing']",29-208,1.0,83.0,0.0,83.0,83.0,83.0,83.0,83.0,0.0
"['Graders and Sorters, Agricultural Products']",45-204,1.0,84.0,0.0,84.0,84.0,84.0,84.0,84.0,0.0
['Rail-Track Laying and Maintenance Equipment Operators'],47-406,1.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,0.0
['Nurse Practitioners'],29-117,1.0,85.0,0.0,85.0,85.0,85.0,85.0,85.0,0.0
['Personal Care Aides'],39-902,1.0,86.0,0.0,86.0,86.0,86.0,86.0,86.0,0.0
['Licensed Practical and Licensed Vocational Nurses'],29-206,1.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,0.0
['Nurse Anesthetists'],29-115,1.0,87.0,0.0,87.0,87.0,87.0,87.0,87.0,0.0
['Structural Iron and Steel Workers'],47-222,1.0,87.0,0.0,87.0,87.0,87.0,87.0,87.0,0.0
"['Anesthesiologist Assistants', 'Physician Assistants']",29-107,2.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,0.0
"['Roustabouts, Oil and Gas']",47-507,1.0,89.0,0.0,89.0,89.0,89.0,89.0,89.0,0.0
['Massage Therapists'],31-901,1.0,89.0,0.0,89.0,89.0,89.0,89.0,89.0,0.0
['Optometrists'],29-104,1.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,0.0
['Teacher Assistants'],25-904,1.0,88.0,0.0,88.0,88.0,88.0,88.0,88.0,0.0
"['Physical Therapist Aides', 'Physical Therapist Assistants']",31-202,2.0,94.5,0.7071067811865476,94.0,94.25,94.5,94.75,95.0,0.007482611441127488
"['Correctional Officers and Jailers', 'Bailiffs']",33-301,2.0,80.5,0.7071067811865476,80.0,80.25,80.5,80.75,81.0,0.008783935170019224
"['Electrical and Electronic Equipment Assemblers', 'Electromechanical Equipment Assemblers', 'Coil Winders, Tapers, and Finishers']",51-202,3.0,58.666666666666664,0.5773502691896258,58.0,58.5,59.0,59.0,59.0,0.009841197770277714
"['Foundry Mold and Coremakers', 'Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic']",51-407,2.0,68.5,0.7071067811865476,68.0,68.25,68.5,68.75,69.0,0.01032272673265033
"['Counter and Rental Clerks', 'Parts Salespersons']",41-202,2.0,67.5,0.7071067811865476,67.0,67.25,67.5,67.75,68.0,0.010475656017578482
"['Insulation Workers, Mechanical', 'Insulation Workers, Floor, Ceiling, and Wall']",47-213,2.0,58.5,0.7071067811865476,58.0,58.25,58.5,58.75,59.0,0.012087295404898248
"['Food Science Technicians', 'Agricultural Technicians']",19-401,2.0,56.5,0.7071067811865476,56.0,56.25,56.5,56.75,57.0,0.012515164268788452
"['Baristas', 'Combined Food Preparation and Serving Workers, Including Fast Food', 'Counter Attendants, Cafeteria, Food Concession, and Coffee Shop']",35-302,3.0,74.0,1.0,73.0,73.5,74.0,74.5,75.0,0.013513513513513514
"['Choreographers', 'Dancers']",27-203,2.0,99.0,1.4142135623730951,98.0,98.5,99.0,99.5,100.0,0.014284985478516112
"['Sales Managers', 'Marketing Managers']",11-202,2.0,47.5,0.7071067811865476,47.0,47.25,47.5,47.75,48.0,0.014886458551295738
"['Social Science Research Assistants', 'City and Regional Planning Aides']",19-406,2.0,46.5,0.7071067811865476,46.0,46.25,46.5,46.75,47.0,0.01520659744487199
"['Airline Pilots, Copilots, and Flight Engineers', 'Commercial Pilots']",53-201,2.0,82.0,1.4142135623730951,81.0,81.5,82.0,82.5,83.0,0.017246506858208478
"['Construction Carpenters', 'Rough Carpenters']",47-203,2.0,80.0,1.4142135623730951,79.0,79.5,80.0,80.5,81.0,0.017677669529663688
"['Acupuncturists', 'Orthoptists', 'Naturopathic Physicians']",29-119,3.0,90.0,1.7320508075688772,88.0,89.5,91.0,91.0,91.0,0.019245008972987525
"['Nuclear Equipment Operation Technicians', 'Nuclear Monitoring Technicians']",19-405,2.0,71.0,1.4142135623730951,70.0,70.5,71.0,71.5,72.0,0.019918500878494297
"['Lawyers', 'Judicial Law Clerks']",23-101,2.0,33.5,0.7071067811865476,33.0,33.25,33.5,33.75,34.0,0.021107665110046196
"['Barbers', 'Hairdressers, Hairstylists, and Cosmetologists']",39-501,2.0,93.5,2.1213203435596424,92.0,92.75,93.5,94.25,95.0,0.022687918112937352
"['Police, Fire, and Ambulance Dispatchers', 'Dispatchers, Except Police, Fire, and Ambulance']",43-503,2.0,59.0,1.4142135623730951,58.0,58.5,59.0,59.5,60.0,0.023969721396154154
"['Gaming Dealers', 'Gaming and Sports Book Writers and Runners']",39-301,2.0,86.5,2.1213203435596424,85.0,85.75,86.5,87.25,88.0,0.024523934607625923
"['Marine Architects', 'Marine Engineers']",17-212,2.0,57.0,1.4142135623730951,56.0,56.5,57.0,57.5,58.0,0.024810764252159563
"['Tax Examiners and Collectors, and Revenue Agents', 'Tax Preparers']",13-208,2.0,56.0,1.4142135623730951,55.0,55.5,56.0,56.5,57.0,0.02525381361380527
"['Brickmasons and Blockmasons', 'Stonemasons']",47-202,2.0,81.5,2.1213203435596424,80.0,80.75,81.5,82.25,83.0,0.026028470473124447
"['Mechanical Drafters', 'Civil Drafters', 'Electrical Drafters', 'Architectural Drafters', 'Electronic Drafters']",17-301,5.0,48.4,1.3416407864998738,47.0,47.0,49.0,49.0,50.0,0.027719850960741196
"['Municipal Fire Fighting and Prevention Supervisors', 'Forest Fire Fighting and Prevention Supervisors']",33-102,2.0,74.5,2.1213203435596424,73.0,73.75,74.5,75.25,76.0,0.028474098571270368
"['Demonstrators and Product Promoters', 'Models']",41-901,2.0,65.5,2.1213203435596424,64.0,64.75,65.5,66.25,67.0,0.032386570130681566
"['Gaming Supervisors', 'Slot Supervisors']",39-101,2.0,82.0,2.8284271247461903,80.0,81.0,82.0,83.0,84.0,0.034493013716416956
"['Dentists, General', 'Oral and Maxillofacial Surgeons', 'Prosthodontists', 'Orthodontists']",29-102,4.0,97.0,3.366501646120693,92.0,96.5,98.5,99.0,99.0,0.03470620253732673
"['First-Line Supervisors of Personal Service Workers', 'Spa Managers']",39-102,2.0,84.5,3.5355339059327378,82.0,83.25,84.5,85.75,87.0,0.0418406379400324
"['Chemical Equipment Operators and Tenders', 'Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders']",51-901,2.0,49.5,2.1213203435596424,48.0,48.75,49.5,50.25,51.0,0.04285495643554833
"['Sheriffs and Deputy Sheriffs', 'Transit and Railroad Police', 'Police Patrol Officers']",33-305,3.0,77.0,3.4641016151377544,73.0,76.0,79.0,79.0,79.0,0.04498833266412668
"['Transportation Engineers', 'Civil Engineers']",17-205,2.0,46.5,2.1213203435596424,45.0,45.75,46.5,47.25,48.0,0.045619792334615966
"['Biofuels/Biodiesel Technology and Product Development Managers', 'Architectural and Engineering Managers']",11-904,2.0,44.5,2.1213203435596424,43.0,43.75,44.5,45.25,46.0,0.04767012007999196
