jobs,code,count,mean,std,min,25%,50%,75%,max,rel_std
"['Switchboard Operators, Including Answering Service', 'Telephone Operators']",43-20,2.0,65.5,3.5355339059327378,63.0,64.25,65.5,66.75,68.0,0.05397761688446928
"['Log Graders and Scalers', 'Logging Equipment Operators', 'Fallers', 'Forest and Conservation Workers']",45-40,4.0,34.0,28.36664708185771,7.0,12.25,31.0,52.75,67.0,0.8343131494664032
"['Securities and Commodities Traders', 'Energy Brokers', 'Sales Agents, Securities and Commodities', 'Sales Agents, Financial Services', 'Insurance Sales Agents', 'Advertising Sales Agents', 'Travel Agents']",41-30,7.0,54.285714285714285,8.097618697581936,43.0,49.5,55.0,58.0,67.0,0.1491666602186146
"['Railroad Conductors and Yardmasters', 'Rail Yard Engineers, Dinkey Operators, and Hostlers', 'Locomotive Firers', 'Locomotive Engineers', 'Railroad Brake, Signal, and Switch Operators', 'Subway and Streetcar Operators']",53-40,6.0,52.833333333333336,10.166939887039101,41.0,46.25,50.5,60.0,67.0,0.19243419344553503
"['Electronics Engineering Technologists', 'Electrical Drafters', 'Civil Drafters', 'Electromechanical Engineering Technologists', 'Robotics Technicians', 'Aerospace Engineering and Operations Technicians', 'Automotive Engineering Technicians', 'Industrial Engineering Technicians', 'Electronics Engineering Technicians', 'Mechanical Drafters', 'Electro-Mechanical Technicians', 'Manufacturing Engineering Technologists', 'Civil Engineering Technicians', 'Electrical Engineering Technologists', 'Surveying Technicians', 'Electrical Engineering Technicians', 'Manufacturing Production Technicians', 'Industrial Engineering Technologists', 'Mapping Technicians', 'Environmental Engineering Technicians', 'Electronic Drafters', 'Nanotechnology Engineering Technologists', 'Nanotechnology Engineering Technicians', 'Mechanical Engineering Technologists', 'Photonics Technicians', 'Architectural Drafters', 'Non-Destructive Testing Specialists', 'Mechanical Engineering Technicians']",17-30,28.0,53.964285714285715,5.737996442540129,47.0,49.0,52.0,57.75,66.0,0.10632951713509173
"['First-Line Supervisors of Logging Workers', 'First-Line Supervisors of Aquacultural Workers', 'First-Line Supervisors of Agricultural Crop and Horticultural Workers', 'First-Line Supervisors of Animal Husbandry and Animal Care Workers']",45-10,4.0,45.5,14.479871085982314,32.0,38.75,42.0,48.75,66.0,0.31823892496664424
"['First-Line Supervisors of Retail Sales Workers', 'First-Line Supervisors of Non-Retail Sales Workers']",41-10,2.0,54.5,16.263455967290593,43.0,48.75,54.5,60.25,66.0,0.2984120360970751
"['Animal Trainers', 'Nonfarm Animal Caretakers']",39-20,2.0,64.0,2.8284271247461903,62.0,63.0,64.0,65.0,66.0,0.04419417382415922
"['Aircraft Mechanics and Service Technicians', 'Rail Car Repairers', 'Automotive Specialty Technicians', 'Automotive Master Mechanics', 'Automotive Glass Installers and Repairers', 'Farm Equipment Mechanics and Service Technicians', 'Tire Repairers and Changers', 'Mobile Heavy Equipment Mechanics, Except Engines', 'Automotive Body and Related Repairers', 'Motorboat Mechanics and Service Technicians', 'Bus and Truck Mechanics and Diesel Engine Specialists', 'Bicycle Repairers', 'Outdoor Power Equipment and Other Small Engine Mechanics', 'Recreational Vehicle Service Technicians', 'Motorcycle Mechanics']",49-30,15.0,55.266666666666666,7.294485849566356,43.0,51.5,53.0,63.0,65.0,0.1319870780983056
['First-Line Supervisors of Production and Operating Workers'],51-10,1.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,0.0
"['Judges, Magistrate Judges, and Magistrates', 'Judicial Law Clerks', 'Arbitrators, Mediators, and Conciliators', 'Administrative Law Judges, Adjudicators, and Hearing Officers', 'Lawyers']",23-10,5.0,48.2,14.078352176302452,33.0,34.0,52.0,58.0,64.0,0.292081995358972
"['Software Quality Assurance Engineers and Testers', 'Document Management Specialists', 'Computer Network Support Specialists', 'Geographic Information Systems Technicians', 'Software Developers, Applications', 'Database Administrators', 'Information Security Analysts', 'Computer Systems Analysts', 'Telecommunications Engineering Specialists', 'Database Architects', 'Network and Computer Systems Administrators', 'Information Technology Project Managers', 'Video Game Designers', 'Data Warehousing Specialists', 'Computer Systems Engineers/Architects', 'Software Developers, Systems Software', 'Geospatial Information Scientists and Technologists', 'Web Developers', 'Web Administrators', 'Informatics Nurse Specialists', 'Business Intelligence Analysts', 'Computer Network Architects', 'Search Marketing Strategists', 'Computer User Support Specialists', 'Computer and Information Research Scientists', 'Computer Programmers']",15-11,26.0,47.53846153846154,6.771887590506914,33.0,44.0,46.5,51.75,64.0,0.14245070983266972
"['Shoe Machine Operators and Tenders', 'Sewing Machine Operators', 'Textile Bleaching and Dyeing Machine Operators and Tenders', 'Laundry and Dry-Cleaning Workers', 'Tailors, Dressmakers, and Custom Sewers', 'Upholsterers', 'Pressers, Textile, Garment, and Related Materials', 'Shoe and Leather Workers and Repairers', 'Textile Cutting Machine Setters, Operators, and Tenders', 'Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders', 'Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers', 'Sewers, Hand', 'Textile Knitting and Weaving Machine Setters, Operators, and Tenders', 'Fabric and Apparel Patternmakers']",51-60,14.0,52.857142857142854,9.5342067788096,35.0,46.75,54.5,61.75,64.0,0.18037688500450594
"['Curators', 'Archivists', 'Library Technicians', 'Museum Technicians and Conservators', 'Librarians']",25-40,5.0,51.4,7.6681158050723255,44.0,44.0,52.0,55.0,62.0,0.14918513239440323
"['Tank Car, Truck, and Ship Loaders', 'Mine Shuttle Car Operators']",53-71,2.0,55.5,9.192388155425117,49.0,52.25,55.5,58.75,62.0,0.16562861541306517
"['Paralegals and Legal Assistants', 'Title Examiners, Abstractors, and Searchers', 'Court Reporters']",23-20,3.0,50.0,11.0,39.0,44.5,50.0,55.5,61.0,0.22
"['Tool and Die Makers', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders', 'Layout Workers, Metal and Plastic', 'Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic', 'Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic', 'Welders, Cutters, and Welder Fitters', 'Solderers and Brazers', 'Tool Grinders, Filers, and Sharpeners']",51-41,8.0,52.625,6.94750726108704,42.0,46.75,54.5,57.5,61.0,0.1320191403531979
"['Marine Engineers', 'Nanosystems Engineers', 'Energy Engineers', 'Robotics Engineers', 'Manufacturing Engineers', 'Biochemical Engineers', 'Mining and Geological Engineers, Including Mining Safety Engineers', 'Industrial Engineers', 'Nuclear Engineers', 'Validation Engineers', 'Mechanical Engineers', 'Solar Energy Systems Engineers', 'Fire-Prevention and Protection Engineers', 'Human Factors Engineers and Ergonomists', 'Fuel Cell Engineers', 'Mechatronics Engineers', 'Microsystems Engineers', 'Marine Architects', 'Petroleum Engineers', 'Materials Engineers', 'Product Safety Engineers', 'Automotive Engineers', 'Industrial Safety and Health Engineers', 'Wind Energy Engineers', 'Photonics Engineers']",17-21,25.0,49.36,7.273696905059123,30.0,45.0,49.0,55.0,61.0,0.1473601479955252
"['Bioinformatics Technicians', 'Statistical Assistants']",43-91,2.0,52.0,9.899494936611665,45.0,48.5,52.0,55.5,59.0,0.1903749026271474
"['Financial Quantitative Analysts', 'Financial Examiners', 'Financial Analysts', 'Auditors', 'Insurance Underwriters', 'Fraud Examiners, Investigators and Analysts', 'Loan Counselors', 'Budget Analysts', 'Credit Analysts', 'Tax Preparers', 'Accountants', 'Loan Officers', 'Personal Financial Advisors', 'Credit Counselors', 'Appraisers, Real Estate', 'Assessors', 'Risk Management Specialists', 'Tax Examiners and Collectors, and Revenue Agents']",13-20,18.0,47.333333333333336,7.332442013569077,34.0,42.25,47.5,52.75,58.0,0.15491074676554387
"['Regulatory Affairs Managers', 'Medical and Health Services Managers', 'Wind Energy Operations Managers', 'Wind Energy Project Managers', 'Water Resource Specialists', 'Investment Fund Managers', 'Loss Prevention Managers', 'Social and Community Service Managers', 'Clinical Research Coordinators', 'Brownfield Redevelopment Specialists and Site Managers', 'Postmasters and Mail Superintendents', 'Emergency Management Directors', 'Property, Real Estate, and Community Association Managers', 'Security Managers', 'Supply Chain Managers', 'Natural Sciences Managers', 'Compliance Managers']",11-91,17.0,48.1764705882353,5.833473387674438,40.0,43.0,46.0,53.0,58.0,0.1210855281934865
"['Weighers, Measurers, Checkers, and Samplers, Recordkeeping']",43-51,1.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,0.0
"['Chemists', 'Astronomers', 'Environmental Scientists and Specialists, Including Health', 'Remote Sensing Scientists and Technologists', 'Environmental Restoration Planners', 'Atmospheric and Space Scientists', 'Hydrologists', 'Climate Change Analysts', 'Industrial Ecologists', 'Geoscientists, Except Hydrologists and Geographers', 'Materials Scientists', 'Physicists']",19-20,12.0,42.916666666666664,6.841827684223425,31.0,39.75,40.0,46.25,57.0,0.15942122759355554
"['Woodworking Machine Setters, Operators, and Tenders, Except Sawing', 'Cabinetmakers and Bench Carpenters', 'Patternmakers, Wood', 'Model Makers, Wood', 'Sawing Machine Setters, Operators, and Tenders, Wood', 'Furniture Finishers']",51-70,6.0,54.0,2.5298221281347035,51.0,51.75,54.5,55.75,57.0,0.04684855792842044
"['Print Binding and Finishing Workers', 'Printing Press Operators', 'Prepress Technicians and Workers']",51-51,3.0,51.0,7.810249675906654,42.0,48.5,55.0,55.5,56.0,0.1531421505079736
"['Clergy', 'Directors, Religious Activities and Education']",21-20,2.0,51.5,4.949747468305833,48.0,49.75,51.5,53.25,55.0,0.09611160132632685
"['General and Operations Managers', 'Chief Executives', 'Chief Sustainability Officers']",11-10,3.0,48.666666666666664,6.027713773341708,43.0,45.5,48.0,51.5,55.0,0.12385713232893922
"['Geothermal Production Managers', 'Transportation Managers', 'Logistics Managers', 'Computer and Information Systems Managers', 'Treasurers and Controllers', 'Storage and Distribution Managers', 'Industrial Production Managers', 'Purchasing Managers', 'Biofuels Production Managers', 'Biomass Power Plant Managers', 'Administrative Services Managers', 'Financial Managers, Branch or Department', 'Hydroelectric Production Managers', 'Quality Control Systems Managers']",11-30,14.0,46.07142857142857,6.170204905141204,35.0,41.25,46.5,51.5,55.0,0.13392692817360752
"['Cartographers and Photogrammetrists', 'Landscape Architects', 'Surveyors', 'Architects, Except Landscape and Naval', 'Geodetic Surveyors']",17-10,5.0,48.4,5.594640292279746,40.0,47.0,48.0,53.0,54.0,0.11559174157602782
"['Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products', 'Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products', 'Solar Sales Representatives and Assessors']",41-40,3.0,48.333333333333336,3.2145502536643185,46.0,46.5,47.0,49.5,52.0,0.06650793628271004
"['Civil Engineers', 'Transportation Engineers', 'Aerospace Engineers', 'Radio Frequency Identification Device Specialists', 'Water/Wastewater Engineers', 'Electrical Engineers', 'Environmental Engineers', 'Electronics Engineers, Except Computer', 'Agricultural Engineers', 'Chemical Engineers', 'Biomedical Engineers', 'Computer Hardware Engineers']",17-20,12.0,46.416666666666664,3.028901190901153,40.0,45.0,46.0,48.25,51.0,0.06525460375370527
"['Statisticians', 'Actuaries', 'Mathematicians', 'Biostatisticians', 'Operations Research Analysts', 'Clinical Data Managers']",15-20,6.0,38.833333333333336,5.419102016632153,33.0,35.25,38.0,40.75,48.0,0.13954769141542026
"['Maids and Housekeeping Cleaners', 'Pest Control Workers', 'Janitors and Cleaners, Except Maids and Housekeeping Cleaners']",37-20,3.0,45.666666666666664,3.214550253664318,42.0,44.5,47.0,47.5,48.0,0.07039161139410915
"['Marketing Managers', 'Public Relations and Fundraising Managers', 'Sales Managers', 'Advertising and Promotions Managers']",11-20,4.0,44.75,4.573474244670748,38.0,44.0,46.5,47.25,48.0,0.1022005417803519
['First-Line Supervisors of Office and Administrative Support Workers'],43-10,1.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0
"['Human Resources Managers', 'Compensation and Benefits Managers', 'Training and Development Managers']",11-31,3.0,39.666666666666664,7.094598884597588,32.0,36.5,41.0,43.5,46.0,0.1788554340654854
